persid,most_used_mode
Y24H6136205P02,Walking
Y24H6136205P03,Walking
Y24H6136209P01,Vehicle Driver
Y24H6136209P02,Walking
Y24H6136210P01,Walking
Y24H6136210P02,Vehicle Driver
Y24H6136210P03,Walking
Y24H6136210P04,Walking
Y24H6136210P05,Walking
Y24H6136221P01,Vehicle Driver
Y24H6136221P02,Vehicle Driver
Y24H6136225P01,Vehicle Driver
Y24H6136225P02,Vehicle Driver
Y24H6136225P03,Vehicle Passenger
Y24H6136226P01,Vehicle Driver
Y24H6136226P02,Vehicle Driver
Y24H6136226P03,Vehicle Passenger
Y24H6136226P04,Vehicle Passenger
Y24H6136228P02,Vehicle Driver
Y24H6136231P01,Vehicle Driver
Y24H6136231P02,Vehicle Driver
Y24H6136234P01,Vehicle Passenger
Y24H6136234P02,Vehicle Driver
Y24H6136235P01,Vehicle Driver
Y24H6136235P02,Vehicle Driver
Y24H6136236P01,Vehicle Driver
Y24H6136236P02,Vehicle Driver
Y24H6136236P03,School Bus
Y24H6136236P04,Vehicle Passenger
Y24H6136236P06,Vehicle Passenger
Y24H6136237P01,Vehicle Driver
Y24H6136237P02,Vehicle Driver
Y24H6136237P03,Vehicle Driver
Y24H6136237P04,Vehicle Driver
Y24H6136242P01,Vehicle Driver
Y24H6136242P02,Vehicle Driver
Y24H6136242P03,Vehicle Passenger
Y24H6136242P04,Vehicle Passenger
Y24H6140202P01,Vehicle Driver
Y24H6140202P02,Vehicle Driver
Y24H6140202P03,Train
Y24H6140202P04,Train
Y24H6140203P01,Vehicle Driver
Y24H6140203P02,Vehicle Passenger
Y24H6140204P02,Vehicle Driver
Y24H6140204P03,Vehicle Driver
Y24H6140204P04,Vehicle Driver
Y24H6140204P05,Vehicle Driver
Y24H6140204P06,Vehicle Passenger
Y24H6140205P01,Vehicle Driver
Y24H6140205P02,Vehicle Driver
Y24H6140205P03,Vehicle Passenger
Y24H6140205P04,Vehicle Passenger
Y24H6140206P02,Walking
Y24H6140206P03,Vehicle Driver
Y24H6140207P02,Vehicle Driver
Y24H6140208P01,Vehicle Driver
Y24H6140209P01,Walking
Y24H6140209P02,Walking
Y24H6140210P01,Bicycle
Y24H6140213P01,Vehicle Driver
Y24H6140213P03,Vehicle Driver
Y24H6140213P04,Vehicle Passenger
Y24H6140215P01,Vehicle Driver
Y24H6140215P02,Bicycle
Y24H6140215P03,Vehicle Driver
Y24H6140215P04,Vehicle Passenger
Y24H6140217P02,Vehicle Driver
Y24H6140219P01,Vehicle Driver
Y24H6140219P02,Vehicle Driver
Y24H6140219P03,Vehicle Passenger
Y24H6140219P04,Vehicle Passenger
Y24H6140225P01,Walking
Y24H6140229P01,Walking
Y24H6140229P02,Walking
Y24H6140230P02,Vehicle Driver
Y24H6140230P03,Walking
Y24H6140230P04,Vehicle Driver
Y24H6140231P01,Walking
Y24H6140232P01,Walking
Y24H6140232P02,Vehicle Driver
Y24H6140237P01,Vehicle Driver
Y24H6140237P04,Vehicle Passenger
Y24H6140238P01,Vehicle Driver
Y24H6140238P02,Vehicle Driver
Y24H6140239P01,Vehicle Driver
Y24H6140239P02,Vehicle Driver
Y24H6140239P03,Vehicle Passenger
Y24H6140242P01,Walking
Y24H6140242P02,Walking
Y24H6140242P03,Vehicle Passenger
Y24H6140301P01,Walking
Y24H6140302P01,Vehicle Driver
Y24H6140302P02,Vehicle Driver
Y24H6140302P03,Vehicle Passenger
Y24H6140302P04,Vehicle Passenger
Y24H6140302P05,Vehicle Passenger
Y24H6140302P06,Vehicle Passenger
Y24H6140303P01,Vehicle Driver
Y24H6140303P02,Walking
Y24H6140303P03,Vehicle Driver
Y24H6140303P04,School Bus
Y24H6140310P01,Bicycle
Y24H6140310P02,Walking
Y24H6140310P03,Walking
Y24H6140313P01,Vehicle Driver
Y24H6140313P02,Walking
Y24H6140315P01,Walking
Y24H6140318P01,Vehicle Passenger
Y24H6140318P02,Vehicle Driver
Y24H6140321P01,Vehicle Driver
Y24H6140321P02,Vehicle Driver
Y24H6140324P01,Bicycle
Y24H6140324P02,Vehicle Passenger
Y24H6140325P02,Vehicle Driver
Y24H6140329P01,Vehicle Driver
Y24H6140329P02,Vehicle Driver
Y24H6140329P03,Vehicle Passenger
Y24H6140329P04,Vehicle Passenger
Y24H6140330P01,Vehicle Driver
Y24H6140330P02,Vehicle Driver
Y24H6140330P03,Vehicle Passenger
Y24H6140331P01,Bicycle
Y24H6140333P02,Vehicle Driver
Y24H6140333P03,Tram
Y24H6140337P01,Bicycle
Y24H6140339P01,Walking
Y24H6140339P02,Walking
Y24H6140342P01,Tram
Y24H6140342P02,Tram
Y24H6140401P01,Vehicle Driver
Y24H6140405P02,Vehicle Driver
Y24H6140405P03,Vehicle Passenger
Y24H6140405P04,Vehicle Passenger
Y24H6140407P01,Vehicle Driver
Y24H6140407P02,Vehicle Driver
Y24H6140413P01,Vehicle Driver
Y24H6140413P02,Rideshare Service
Y24H6140414P01,Vehicle Driver
Y24H6140415P01,Walking
Y24H6140415P02,Tram
Y24H6140415P03,Walking
Y24H6140418P01,Vehicle Driver
Y24H6140418P02,Vehicle Driver
Y24H6140419P01,Vehicle Driver
Y24H6140419P02,Vehicle Driver
Y24H6140419P03,Vehicle Passenger
Y24H6140420P01,Vehicle Driver
Y24H6140420P02,Walking
Y24H6140421P01,Vehicle Driver
Y24H6140421P02,Vehicle Driver
Y24H6140421P03,Walking
Y24H6140421P04,Vehicle Passenger
Y24H6140424P01,Walking
Y24H6140435P01,Vehicle Driver
Y24H6140435P02,Vehicle Passenger
Y24H6140438P01,Walking
Y24H6140440P01,Vehicle Driver
Y24H6140440P02,Vehicle Passenger
Y24H6140504P01,Vehicle Driver
Y24H6140507P01,Walking
Y24H6140507P02,Vehicle Passenger
Y24H6140509P01,Vehicle Driver
Y24H6140510P01,Train
Y24H6140516P01,Vehicle Driver
Y24H6140516P02,Vehicle Passenger
Y24H6140522P01,Walking
Y24H6140522P02,Train
Y24H6140522P03,Train
Y24H6140529P01,Train
Y24H6140531P01,Vehicle Driver
Y24H6140531P02,Vehicle Passenger
Y24H6140531P03,Rideshare Service
Y24H6140540P01,Train
Y24H6140540P02,Vehicle Driver
Y24H6146101P01,Vehicle Driver
Y24H6146101P02,Vehicle Driver
Y24H6146104P01,Vehicle Passenger
Y24H6146104P02,Vehicle Driver
Y24H6146108P01,Vehicle Driver
Y24H6146108P02,Vehicle Driver
Y24H6146112P01,Vehicle Driver
Y24H6146113P01,Vehicle Driver
Y24H6146116P01,Vehicle Driver
Y24H6146117P02,Vehicle Driver
Y24H6146120P02,Vehicle Driver
Y24H6146122P01,Vehicle Driver
Y24H6146122P02,Vehicle Driver
Y24H6146122P03,School Bus
Y24H6146122P04,School Bus
Y24H6146124P02,Vehicle Driver
Y24H6146125P01,Vehicle Driver
Y24H6146126P02,Vehicle Driver
Y24H6146131P01,Vehicle Driver
Y24H6146131P02,Vehicle Passenger
Y24H6146132P01,Walking
Y24H6146132P02,Vehicle Driver
Y24H6146135P01,Vehicle Driver
Y24H6146137P01,Walking
Y24H6146137P02,Walking
Y24H6146137P03,School Bus
Y24H6146139P02,Vehicle Driver
Y24H6146140P01,Vehicle Driver
Y24H6146140P02,Vehicle Passenger
Y24H6146140P03,Walking
Y24H6146140P04,School Bus
Y24H6146203P01,Vehicle Driver
Y24H6146203P02,Vehicle Driver
Y24H6146204P01,Vehicle Driver
Y24H6146204P02,Vehicle Driver
Y24H6146204P03,Vehicle Passenger
Y24H6146204P04,Vehicle Passenger
Y24H6146204P05,Vehicle Passenger
Y24H6146206P01,Vehicle Driver
Y24H6146206P02,Vehicle Passenger
Y24H6146206P03,Vehicle Passenger
Y24H6146207P01,Vehicle Driver
Y24H6146207P02,Vehicle Driver
Y24H6146209P01,Vehicle Driver
Y24H6146209P03,Vehicle Driver
Y24H6146210P01,Vehicle Driver
Y24H6146210P02,Vehicle Driver
Y24H6146211P01,Vehicle Driver
Y24H6146212P01,Vehicle Driver
Y24H6146213P01,Vehicle Driver
Y24H6146215P01,Walking
Y24H6146215P02,Vehicle Driver
Y24H6146215P03,Vehicle Passenger
Y24H6146215P04,Vehicle Passenger
Y24H6146217P01,Vehicle Driver
Y24H6146218P01,Vehicle Driver
Y24H6146220P01,Vehicle Driver
Y24H6146220P02,Vehicle Driver
Y24H6146223P01,Vehicle Driver
Y24H6146223P02,Vehicle Passenger
Y24H6146225P01,Walking
Y24H6146225P02,Walking
Y24H6146230P01,Train
Y24H6146234P01,Vehicle Driver
Y24H6146234P02,Vehicle Passenger
Y24H6146235P01,Vehicle Driver
Y24H6150104P01,Vehicle Driver
Y24H6150104P03,Vehicle Passenger
Y24H6150104P04,Vehicle Passenger
Y24H6150104P05,Vehicle Passenger
Y24H6150108P01,Vehicle Driver
Y24H6150108P02,Vehicle Passenger
Y24H6150115P01,Vehicle Driver
Y24H6150115P02,Vehicle Driver
Y24H6150119P01,Vehicle Driver
Y24H6150119P02,Vehicle Driver
Y24H6150119P03,Vehicle Passenger
Y24H6150119P04,Vehicle Passenger
Y24H6150123P02,Vehicle Driver
Y24H6150124P01,Vehicle Driver
Y24H6150124P02,Vehicle Driver
Y24H6150125P01,Vehicle Driver
Y24H6150125P02,Vehicle Driver
Y24H6150125P03,Vehicle Passenger
Y24H6150129P01,Vehicle Driver
Y24H6150131P02,Vehicle Driver
Y24H6150132P01,Vehicle Driver
Y24H6150134P01,Vehicle Driver
Y24H6150134P02,Vehicle Driver
Y24H6150134P03,Vehicle Driver
Y24H6150134P04,Vehicle Driver
Y24H6150134P05,Vehicle Passenger
Y24H6150139P01,Vehicle Driver
Y24H6150139P02,Vehicle Passenger
Y24H6150140P01,Vehicle Driver
Y24H6150140P02,Vehicle Driver
Y24H6150141P01,Vehicle Driver
Y24H6150141P02,Vehicle Driver
Y24H6150141P03,Vehicle Driver
Y24H6150302P01,Bicycle
Y24H6150303P01,Vehicle Driver
Y24H6150303P02,Vehicle Driver
Y24H6150303P03,Vehicle Driver
Y24H6150305P01,Vehicle Driver
Y24H6150305P02,Vehicle Driver
Y24H6150305P03,Vehicle Driver
Y24H6150305P04,School Bus
Y24H6150307P01,Vehicle Driver
Y24H6150307P02,Vehicle Driver
Y24H6150307P03,Vehicle Passenger
Y24H6150308P01,Vehicle Driver
Y24H6150308P02,Walking
Y24H6150316P01,Walking
Y24H6150322P01,Vehicle Passenger
Y24H6150322P02,Vehicle Driver
Y24H6150322P03,Vehicle Passenger
Y24H6150328P01,Vehicle Driver
Y24H6150328P02,Vehicle Passenger
Y24H6150328P03,Vehicle Passenger
Y24H6150328P04,Vehicle Passenger
Y24H6150328P05,Vehicle Passenger
Y24H6150331P02,Train
Y24H6150334P01,Walking
Y24H6150336P03,Train
Y24H6150336P04,Walking
Y24H6150340P01,Vehicle Driver
Y24H6150502P01,Vehicle Driver
Y24H6150503P01,Vehicle Driver
Y24H6150503P03,Walking
Y24H6150503P04,School Bus
Y24H6150507P01,Vehicle Driver
Y24H6150511P02,Vehicle Driver
Y24H6150515P01,Vehicle Driver
Y24H6150519P01,Vehicle Driver
Y24H6150519P02,Vehicle Driver
Y24H6150519P03,Vehicle Passenger
Y24H6150522P02,Vehicle Driver
Y24H6150523P01,Vehicle Driver
Y24H6150524P01,Train
Y24H6150524P02,Vehicle Driver
Y24H6150524P03,Public Bus
Y24H6150525P01,Vehicle Driver
Y24H6150528P01,Vehicle Driver
Y24H6150530P01,Vehicle Driver
Y24H6150539P01,Train
Y24H6150539P02,Vehicle Driver
Y24H6150539P04,Vehicle Passenger
Y24H6156101P01,Vehicle Driver
Y24H6156106P01,Vehicle Passenger
Y24H6156107P01,Vehicle Passenger
Y24H6156109P01,Vehicle Driver
Y24H6156115P01,Vehicle Driver
Y24H6156119P01,Vehicle Driver
Y24H6156123P01,Vehicle Driver
Y24H6156123P02,Vehicle Passenger
Y24H6156124P01,Vehicle Driver
Y24H6156124P02,Walking
Y24H6156127P01,Vehicle Passenger
Y24H6156127P02,Vehicle Driver
Y24H6156131P01,Vehicle Driver
Y24H6156135P01,Vehicle Passenger
Y24H6156136P01,Vehicle Driver
Y24H6156136P02,Vehicle Passenger
Y24H6156136P03,Vehicle Passenger
Y24H6156136P04,Vehicle Passenger
Y24H6156136P05,Vehicle Passenger
Y24H6156136P06,Vehicle Passenger
Y24H6156201P01,Vehicle Driver
Y24H6156201P02,Vehicle Passenger
Y24H6156204P01,Walking
Y24H6156205P01,Vehicle Driver
Y24H6156209P01,Vehicle Driver
Y24H6156209P02,Vehicle Driver
Y24H6156210P01,Vehicle Driver
Y24H6156210P02,Vehicle Passenger
Y24H6156210P04,Vehicle Passenger
Y24H6156211P01,Vehicle Driver
Y24H6156215P01,Bicycle
Y24H6156223P01,Vehicle Driver
Y24H6156223P02,Walking
Y24H6156224P01,Vehicle Passenger
Y24H6156224P02,Vehicle Driver
Y24H6156228P01,Vehicle Driver
Y24H6156228P02,Vehicle Passenger
Y24H6156229P01,Vehicle Driver
Y24H6156229P03,Vehicle Passenger
Y24H6156231P02,Vehicle Driver
Y24H6156231P03,Vehicle Driver
Y24H6156234P01,Vehicle Driver
Y24H6156236P01,Vehicle Driver
Y24H6156236P02,Vehicle Driver
Y24H6160107P01,Vehicle Driver
Y24H6160108P01,Vehicle Driver
Y24H6160108P02,Vehicle Driver
Y24H6160108P03,School Bus
Y24H6160108P04,Vehicle Passenger
Y24H6160109P01,Vehicle Driver
Y24H6160109P02,Walking
Y24H6160110P01,Vehicle Driver
Y24H6160110P02,Public Bus
Y24H6160118P01,Vehicle Driver
Y24H6160122P01,Vehicle Driver
Y24H6160123P01,Vehicle Passenger
Y24H6160123P02,Vehicle Driver
Y24H6160132P01,Walking
Y24H6160133P01,Vehicle Driver
Y24H6160133P02,Vehicle Passenger
Y24H6160139P01,Running/jogging
Y24H6160139P02,Walking
Y24H6160202P02,Vehicle Driver
Y24H6160208P01,Vehicle Driver
Y24H6160208P03,Vehicle Driver
Y24H6160208P04,Vehicle Passenger
Y24H6160209P01,Vehicle Driver
Y24H6160209P02,Vehicle Driver
Y24H6160209P03,Vehicle Passenger
Y24H6160209P04,Vehicle Passenger
Y24H6160214P01,Public Bus
Y24H6160214P02,Vehicle Driver
Y24H6160214P03,Vehicle Passenger
Y24H6160214P04,Vehicle Passenger
Y24H6160214P05,Vehicle Passenger
Y24H6160215P01,Vehicle Driver
Y24H6160215P02,Vehicle Driver
Y24H6160215P03,Public Bus
Y24H6160215P04,Public Bus
Y24H6160216P02,Vehicle Driver
Y24H6160217P01,Vehicle Driver
Y24H6160217P02,Vehicle Passenger
Y24H6160222P01,Vehicle Driver
Y24H6160224P01,Public Bus
Y24H6160229P01,Vehicle Driver
Y24H6160233P01,Vehicle Passenger
Y24H6160233P02,Vehicle Passenger
Y24H6160233P03,Vehicle Driver
Y24H6160233P04,Vehicle Driver
Y24H6160239P01,Walking
Y24H6160239P03,Walking
Y24H6160304P02,Walking
Y24H6160305P01,Walking
Y24H6160310P01,Walking
Y24H6160311P01,Vehicle Driver
Y24H6160313P01,Walking
Y24H6160313P02,Vehicle Driver
Y24H6160327P01,Walking
Y24H6160327P02,Walking
Y24H6160327P03,Walking
Y24H6160327P04,Walking
Y24H6160328P01,Walking
Y24H6160328P02,Walking
Y24H6160332P01,Walking
Y24H6160334P01,Vehicle Driver
Y24H6160334P02,Vehicle Passenger
Y24H6160334P03,Vehicle Passenger
Y24H6160335P01,Vehicle Driver
Y24H6160335P02,Vehicle Passenger
Y24H6160335P03,Vehicle Passenger
Y24H6160337P01,Vehicle Driver
Y24H6160342P02,Vehicle Driver
Y24H6160342P03,Vehicle Driver
Y24H6160401P01,Vehicle Driver
Y24H6160402P01,Vehicle Driver
Y24H6160402P02,Vehicle Passenger
Y24H6160404P01,Vehicle Driver
Y24H6160404P02,Vehicle Driver
Y24H6160416P01,Vehicle Driver
Y24H6160416P02,Vehicle Driver
Y24H6160417P01,Vehicle Driver
Y24H6160422P01,Vehicle Driver
Y24H6160422P02,Vehicle Passenger
Y24H6160422P03,Vehicle Passenger
Y24H6160423P02,Vehicle Driver
Y24H6160427P01,Walking
Y24H6160427P02,Vehicle Passenger
Y24H6160427P03,Walking
Y24H6160428P01,Vehicle Driver
Y24H6160430P01,Vehicle Driver
Y24H6160432P02,Vehicle Driver
Y24H6160432P04,Vehicle Passenger
Y24H6160434P01,Vehicle Driver
Y24H6160434P02,Vehicle Passenger
Y24H6160434P03,Vehicle Passenger
Y24H6160436P01,Vehicle Passenger
Y24H6160436P02,Vehicle Driver
Y24H6160436P03,Train
Y24H6160436P05,Vehicle Passenger
Y24H6160440P01,Vehicle Driver
Y24H6170105P04,Walking
Y24H6170105P05,Walking
Y24H6170105P06,Walking
Y24H6170108P01,Vehicle Driver
Y24H6170108P02,Vehicle Driver
Y24H6170108P03,Vehicle Passenger
Y24H6170111P01,Vehicle Passenger
Y24H6170111P02,Vehicle Passenger
Y24H6170111P03,Vehicle Driver
Y24H6170117P01,Vehicle Driver
Y24H6170117P02,Vehicle Driver
Y24H6170117P03,Vehicle Driver
Y24H6170121P01,Vehicle Driver
Y24H6170121P02,Vehicle Passenger
Y24H6170123P01,Vehicle Driver
Y24H6170123P02,Vehicle Driver
Y24H6170123P03,Vehicle Driver
Y24H6170124P01,Vehicle Driver
Y24H6170124P02,Vehicle Passenger
Y24H6170124P03,Vehicle Passenger
Y24H6170124P04,Vehicle Passenger
Y24H6170127P01,Walking
Y24H6170129P01,Vehicle Driver
Y24H6170129P02,Vehicle Driver
Y24H6170131P01,Vehicle Driver
Y24H6170131P04,Vehicle Passenger
Y24H6170138P01,Vehicle Driver
Y24H6170140P01,Vehicle Driver
Y24H6170142P01,Vehicle Driver
Y24H6170142P03,Vehicle Passenger
Y24H6170301P01,Walking
Y24H6170301P02,Vehicle Driver
Y24H6170301P03,Public Bus
Y24H6170303P01,Train
Y24H6170303P02,Vehicle Driver
Y24H6170306P01,Train
Y24H6170308P01,Vehicle Driver
Y24H6170308P02,Vehicle Driver
Y24H6170308P03,Vehicle Passenger
Y24H6170308P04,Vehicle Passenger
Y24H6170308P05,Vehicle Passenger
Y24H6170309P02,Vehicle Driver
Y24H6170310P01,Vehicle Driver
Y24H6170310P02,Vehicle Passenger
Y24H6170310P03,Vehicle Passenger
Y24H6170310P04,Vehicle Passenger
Y24H6170311P01,Train
Y24H6170311P02,Walking
Y24H6170312P01,Vehicle Driver
Y24H6170312P02,Walking
Y24H6170312P03,Vehicle Passenger
Y24H6170313P01,Vehicle Driver
Y24H6170313P02,Vehicle Passenger
Y24H6170314P01,Vehicle Driver
Y24H6170315P01,Vehicle Driver
Y24H6170315P02,Vehicle Driver
Y24H6170315P03,Vehicle Passenger
Y24H6170317P01,Train
Y24H6170317P02,Walking
Y24H6170318P01,Walking
Y24H6170319P01,Vehicle Driver
Y24H6170319P02,Train
Y24H6170319P03,Vehicle Passenger
Y24H6170319P04,Vehicle Passenger
Y24H6170321P01,Walking
Y24H6170321P02,Walking
Y24H6170322P01,Vehicle Driver
Y24H6170323P01,Vehicle Driver
Y24H6170324P01,Vehicle Driver
Y24H6170324P02,Train
Y24H6170329P01,Vehicle Driver
Y24H6170332P01,Vehicle Driver
Y24H6170337P01,Vehicle Driver
Y24H6170341P01,Bicycle
Y24H6170404P01,Walking
Y24H6170407P01,Vehicle Driver
Y24H6170407P02,Vehicle Driver
Y24H6170409P01,Motorcycle
Y24H6170410P01,Tram
Y24H6170410P02,Vehicle Driver
Y24H6170411P01,Tram
Y24H6170413P01,Vehicle Passenger
Y24H6170413P02,Vehicle Passenger
Y24H6170414P01,Vehicle Driver
Y24H6170414P03,Vehicle Driver
Y24H6170414P04,Vehicle Passenger
Y24H6170415P01,Vehicle Driver
Y24H6170415P02,Vehicle Driver
Y24H6170415P04,Vehicle Passenger
Y24H6170418P01,Walking
Y24H6170420P01,Vehicle Driver
Y24H6170420P02,Walking
Y24H6170424P01,Vehicle Driver
Y24H6170424P02,Tram
Y24H6170426P01,Walking
Y24H6170427P01,Vehicle Driver
Y24H6170430P01,Walking
Y24H6170432P01,Vehicle Driver
Y24H6170432P02,Tram
Y24H6170432P03,Bicycle
Y24H6170433P01,Public Bus
Y24H6170434P01,Walking
Y24H6170434P02,Walking
Y24H6170436P01,Vehicle Driver
Y24H6170438P01,Walking
Y24H6170438P02,Bicycle
Y24H6170440P01,Walking
Y24H6170440P02,Walking
Y24H6170440P03,Walking
Y24H6170440P04,Walking
Y24H6180101P01,Vehicle Driver
Y24H6180101P02,Walking
Y24H6180101P03,Vehicle Passenger
Y24H6180101P04,Walking
Y24H6180103P03,Vehicle Driver
Y24H6180103P05,Public Bus
Y24H6180104P03,Vehicle Driver
Y24H6180104P04,Vehicle Driver
Y24H6180109P01,Vehicle Driver
Y24H6180109P02,Vehicle Passenger
Y24H6180109P03,Vehicle Driver
Y24H6180109P04,Train
Y24H6180109P06,Vehicle Driver
Y24H6180116P02,Vehicle Driver
Y24H6180118P01,Vehicle Driver
Y24H6180121P01,Mobility Scooter
Y24H6180123P01,Vehicle Driver
Y24H6180123P02,Vehicle Passenger
Y24H6180126P01,Vehicle Driver
Y24H6180136P02,Walking
Y24H6180138P01,Vehicle Driver
Y24H6180142P01,Vehicle Driver
Y24H6180142P02,Vehicle Passenger
Y24H6180142P03,Vehicle Passenger
Y24H6180203P01,Vehicle Driver
Y24H6180203P02,Vehicle Driver
Y24H6180203P03,Vehicle Passenger
Y24H6180203P04,Vehicle Passenger
Y24H6180205P01,Vehicle Driver
Y24H6180206P01,Vehicle Driver
Y24H6180209P01,Vehicle Driver
Y24H6180210P01,Bicycle
Y24H6180210P02,Vehicle Driver
Y24H6180212P01,Vehicle Driver
Y24H6180212P02,Train
Y24H6180214P01,Walking
Y24H6180217P01,Vehicle Driver
Y24H6180217P02,Vehicle Driver
Y24H6180217P03,Vehicle Driver
Y24H6180217P04,Vehicle Passenger
Y24H6180218P01,Vehicle Driver
Y24H6180219P01,Vehicle Driver
Y24H6180219P02,Vehicle Driver
Y24H6180220P01,Vehicle Driver
Y24H6180220P02,Vehicle Driver
Y24H6180224P01,Vehicle Driver
Y24H6180225P01,Vehicle Driver
Y24H6180225P02,Vehicle Driver
Y24H6180226P01,Vehicle Driver
Y24H6180227P01,Vehicle Driver
Y24H6180227P02,Vehicle Driver
Y24H6180227P03,Vehicle Passenger
Y24H6180227P04,Vehicle Passenger
Y24H6180234P01,Vehicle Driver
Y24H6180237P01,Vehicle Driver
Y24H6180237P02,Vehicle Driver
Y24H6180237P03,Public Bus
Y24H6180240P01,Vehicle Driver
Y24H6180240P03,Vehicle Passenger
Y24H6180240P04,Vehicle Passenger
Y24H6180402P01,Vehicle Passenger
Y24H6180402P02,Public Bus
Y24H6180406P01,Walking
Y24H6180407P01,Vehicle Driver
Y24H6180407P02,Vehicle Driver
Y24H6180409P01,Running/jogging
Y24H6180410P01,Vehicle Driver
Y24H6180410P02,Train
Y24H6180410P04,Train
Y24H6180415P01,Vehicle Driver
Y24H6180421P01,Vehicle Driver
Y24H6180421P02,Vehicle Passenger
Y24H6180421P03,Vehicle Passenger
Y24H6180424P01,Walking
Y24H6180428P01,Vehicle Driver
Y24H6180430P01,Train
Y24H6180430P02,Train
Y24H6180441P01,Vehicle Driver
Y24H6180441P02,Vehicle Passenger
Y24H6180503P02,Vehicle Driver
Y24H6180507P01,Vehicle Passenger
Y24H6180507P02,Vehicle Driver
Y24H6180509P01,Vehicle Driver
Y24H6180509P02,Vehicle Driver
Y24H6180509P03,Motorcycle
Y24H6180509P04,Vehicle Driver
Y24H6180509P05,Vehicle Passenger
Y24H6180510P02,Vehicle Driver
Y24H6180513P04,Vehicle Driver
Y24H6180515P01,Vehicle Driver
Y24H6180515P02,Vehicle Driver
Y24H6180515P03,Vehicle Passenger
Y24H6180515P04,Vehicle Passenger
Y24H6180516P01,Vehicle Driver
Y24H6180516P02,Vehicle Passenger
Y24H6180516P03,Vehicle Driver
Y24H6180518P01,Vehicle Driver
Y24H6180520P02,Vehicle Passenger
Y24H6180523P01,Vehicle Driver
Y24H6180523P02,Vehicle Driver
Y24H6180524P01,Vehicle Driver
Y24H6180524P02,Vehicle Driver
Y24H6180525P01,Vehicle Driver
Y24H6180529P01,Vehicle Driver
Y24H6180529P02,Vehicle Driver
Y24H6180529P03,Vehicle Driver
Y24H6180534P01,Vehicle Passenger
Y24H6180534P02,Vehicle Driver
Y24H6180536P01,Vehicle Passenger
Y24H6180536P02,Vehicle Driver
Y24H6180542P01,Vehicle Driver
Y24H6180542P02,Vehicle Driver
Y24H6180542P03,Vehicle Driver
Y24H6190104P02,Vehicle Driver
Y24H6190106P01,Vehicle Driver
Y24H6190106P02,Vehicle Passenger
Y24H6190107P01,Vehicle Driver
Y24H6190107P02,Vehicle Driver
Y24H6190108P01,Vehicle Driver
Y24H6190110P01,Vehicle Driver
Y24H6190115P01,Vehicle Driver
Y24H6190117P01,Vehicle Driver
Y24H6190117P02,Vehicle Passenger
Y24H6190117P03,Vehicle Passenger
Y24H6190118P01,Vehicle Driver
Y24H6190118P02,Vehicle Driver
Y24H6190118P03,Vehicle Passenger
Y24H6190120P01,Vehicle Driver
Y24H6190120P02,Vehicle Driver
Y24H6190120P03,Vehicle Passenger
Y24H6190120P04,Vehicle Passenger
Y24H6190122P01,Vehicle Driver
Y24H6190122P02,Vehicle Driver
Y24H6190122P03,School Bus
Y24H6190122P04,School Bus
Y24H6190124P01,Vehicle Driver
Y24H6190124P02,Vehicle Driver
Y24H6190125P01,Vehicle Driver
Y24H6190130P01,Vehicle Driver
Y24H6190132P01,Vehicle Driver
Y24H6190132P02,Vehicle Driver
Y24H6190132P03,Vehicle Passenger
Y24H6190132P04,Vehicle Passenger
Y24H6190133P01,Vehicle Driver
Y24H6190136P01,Vehicle Driver
Y24H6190137P01,Vehicle Driver
Y24H6190137P02,Vehicle Driver
Y24H6190138P02,Vehicle Driver
Y24H6190139P01,Vehicle Driver
Y24H6190139P02,Vehicle Driver
Y24H6190142P01,Vehicle Driver
Y24H6190142P02,Vehicle Driver
Y24H6190201P01,Vehicle Driver
Y24H6190201P02,Vehicle Driver
Y24H6190202P01,Vehicle Driver
Y24H6190212P01,Walking
Y24H6190212P02,Vehicle Driver
Y24H6190214P01,Vehicle Driver
Y24H6190214P02,Vehicle Driver
Y24H6190214P03,Vehicle Passenger
Y24H6190219P02,Vehicle Driver
Y24H6190219P03,Other
Y24H6190222P01,Vehicle Driver
Y24H6190222P02,Vehicle Driver
Y24H6190226P01,Vehicle Driver
Y24H6190226P02,Vehicle Driver
Y24H6190226P03,Vehicle Passenger
Y24H6190229P02,Vehicle Driver
Y24H6190229P03,Vehicle Passenger
Y24H6190232P01,Bicycle
Y24H6190233P01,Vehicle Driver
Y24H6190233P02,Vehicle Passenger
Y24H6190233P03,Vehicle Passenger
Y24H6190238P01,Vehicle Driver
Y24H6190239P01,Walking
Y24H6190239P02,Vehicle Driver
Y24H6190239P03,Vehicle Passenger
Y24H6190239P04,Vehicle Passenger
Y24H6190241P01,Vehicle Driver
Y24H6190241P02,Vehicle Driver
Y24H6190242P01,Vehicle Driver
Y24H6190302P02,Vehicle Driver
Y24H6190304P01,Walking
Y24H6190304P02,Vehicle Driver
Y24H6190304P03,Walking
Y24H6190304P04,Vehicle Passenger
Y24H6190304P05,Walking
Y24H6190308P01,Vehicle Passenger
Y24H6190308P03,Vehicle Driver
Y24H6190308P04,Walking
Y24H6190308P05,Walking
Y24H6190313P01,Vehicle Driver
Y24H6190313P02,Vehicle Passenger
Y24H6190314P01,Walking
Y24H6190314P02,Walking
Y24H6190315P01,Vehicle Driver
Y24H6190315P02,Vehicle Driver
Y24H6190315P03,Public Bus
Y24H6190315P04,Public Bus
Y24H6190319P01,Vehicle Driver
